Approved symbol	Approved name	Status	Alias symbols	Gene group name
TMEM230P1	TMEM230 pseudogene 1	Approved		
TMEM230P2	TMEM230 pseudogene 2	Approved		
TMEM231	transmembrane protein 231	Approved	"FLJ22167, ALYE870, PRO1886, JBTS20, MKS11"	MKS complex
TMEM231P1	TMEM231 pseudogene 1	Approved		
TMEM232	transmembrane protein 232	Approved	FLJ43080	MicroRNA protein coding host genes
TMEM233	transmembrane protein 233	Approved	"IFITMD2, DSPB2"	interferon induced transmembrane protein domain containing
TMEM234	transmembrane protein 234	Approved	"RP4-622L5, dJ622L5.7, FLJ90779"	
TMEM235	transmembrane protein 235	Approved		
TMEM236	transmembrane protein 236	Approved	"bA16O1.2, bA162I21.2"	
TMEM237	transmembrane protein 237	Approved	JBTS14	
TMEM238	transmembrane protein 238	Approved		
TMEM238L	transmembrane protein 238 like	Approved		
TMEM239	transmembrane protein 239	Approved		
TMEM240	transmembrane protein 240	Approved		
TMEM241	transmembrane protein 241	Approved	"MGC11386, FLJ44259"	
TMEM242	transmembrane protein 242	Approved	BM033	
TMEM243	transmembrane protein 243	Approved	"MGC4175, MM-TRAG"	
TMEM244	transmembrane protein 244	Approved	bA174C7.4	
TMEM245	transmembrane protein 245	Approved	CG-2	MicroRNA protein coding host genes
TMEM246-AS1	TMEM246 antisense RNA 1	Approved		Antisense RNAs
TMEM247	transmembrane protein 247	Approved		
TMEM248	transmembrane protein 248	Approved	"FLJ10099, FLJ13090"	
TMEM248P1	transmembrane protein 248 pseudogene 1	Approved		
TMEM249	transmembrane protein 249	Approved	C8orfK29	
TMEM250	transmembrane protein 250	Approved	bA83N9.1	
TMEM251	transmembrane protein 251	Approved	DKFZP564F1123	
TMEM251P1	transmembrane protein 251 pseudogene 1	Approved		
TMEM252	transmembrane protein 252	Approved	MGC34760	
TMEM252-DT	TMEM252 divergent transcript	Approved		Divergent transcripts
TMEM253	transmembrane protein 253	Approved		
TMEM254	transmembrane protein 254	Approved	"FLJ13263, bA369J21.6"	
TMEM254-AS1	TMEM254 antisense RNA 1	Approved		Antisense RNAs
TMEM255A	transmembrane protein 255A	Approved	FLJ20716	
TMEM255B	transmembrane protein 255B	Approved	MGC20579	
TMEM256	transmembrane protein 256	Approved	MGC40107	
TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	Approved		
TMEM256P1	transmembrane protein 256 pseudogene 1	Approved		
TMEM256P2	transmembrane protein 256 pseudogene 2	Approved		
TMEM257	"symbol withdrawn, see [HGNC:13449](/data/gene-symbol-report/#!/hgnc_id/HGNC:13449)"	Symbol Withdrawn		
TMEM258	transmembrane protein 258	Approved	"Kuduk, Kud"	MicroRNA protein coding host genes|Oligosaccharyltransferase complex subunits
TMEM259	transmembrane protein 259	Approved	"MGC4022, ASBABP1, MBRL"	
TMEM260	transmembrane protein 260	Approved	FLJ20392	
TMEM262	transmembrane protein 262	Approved		
TMEM263	transmembrane protein 263	Approved	MGC17943	
TMEM265	transmembrane protein 265	Approved		
TMEM266	transmembrane protein 266	Approved	FLJ38190	
TMEM267	transmembrane protein 267	Approved	FLJ21657	
TMEM268	transmembrane protein 268	Approved	"DKFZp547P234, FLJ38045"	
TMEM269	transmembrane protein 269	Approved		
TMEM269-DT	TMEM269 divergent transcript	Approved		Divergent transcripts
TMEM270	transmembrane protein 270	Approved	MGC26719	
TMEM271	transmembrane protein 271	Approved		
TMEM272	transmembrane protein 272	Approved	FLJ37307	
TMEM273	transmembrane protein 273	Approved	Em:AC084727.5	
TMEM274P	"transmembrane protein 274, pseudogene"	Approved		
TMEM275	transmembrane protein 275	Approved		
TMF1	TATA element modulatory factor 1	Approved	"ARA160, TMF"	MicroRNA protein coding host genes|Golgins
TMF1P1	TATA element modulatory factor 1 pseudogene 1	Approved		
TMIE	transmembrane inner ear	Approved		
TMIGD1	transmembrane and immunoglobulin domain containing 1	Approved	UNQ9372	I-set domain containing
TMIGD2	transmembrane and immunoglobulin domain containing 2	Approved	"MGC23244, CD28H, IGPR-1"	Immunoglobulin like domain containing
TMIGD3	transmembrane and immunoglobulin domain containing 3	Approved	AD026	
TMLHE	"trimethyllysine hydroxylase, epsilon"	Approved	"TMLH, FLJ10727, BBOX2, XAP130"	
TMLHE-AS1	TMLHE antisense RNA 1	Approved		Antisense RNAs
TMOD1	tropomodulin 1	Approved	ETMOD	Tropomodulins
TMOD2	tropomodulin 2	Approved	NTMOD	Tropomodulins
TMOD3	tropomodulin 3	Approved	UTMOD	Tropomodulins
TMOD4	tropomodulin 4	Approved	Sk-Tmod	Tropomodulins
TMPO	thymopoietin	Approved	"TP, LAP2, LEMD4"	LEM domain containing
TMPO-AS1	TMPO antisense RNA 1	Approved		Antisense RNAs
TMPOP1	thymopoietin pseudogene 1	Approved	Em:AB014080.3	
TMPOP2	thymopoietin pseudogene 2	Approved	lncRNA-EBIC	
TMPPE	transmembrane protein with metallophosphoesterase domain	Approved	FLJ45032	
TMPRSS2	transmembrane serine protease 2	Approved	PRSS10	Type II transmembrane serine proteases|Scavenger receptor cysteine rich domain containing
TMPRSS3	transmembrane serine protease 3	Approved		Scavenger receptor cysteine rich domain containing|Type II transmembrane serine proteases
TMPRSS4	transmembrane serine protease 4	Approved	"TMPRSS3, MT-SP2"	Type II transmembrane serine proteases|Scavenger receptor cysteine rich domain containing
TMPRSS5	transmembrane serine protease 5	Approved	"MGC141886, MGC148044"	Scavenger receptor cysteine rich domain containing|Type II transmembrane serine proteases
TMPRSS6	transmembrane serine protease 6	Approved	"FLJ30744, MT2"	Type II transmembrane serine proteases
TMPRSS7	transmembrane serine protease 7	Approved		Type II transmembrane serine proteases
TMPRSS9	transmembrane serine protease 9	Approved		Type II transmembrane serine proteases
TMPRSS11A	transmembrane serine protease 11A	Approved	"ECRG1, HATL1, HESP"	Type II transmembrane serine proteases
TMPRSS11B	transmembrane serine protease 11B	Approved	HATL5	Type II transmembrane serine proteases
TMPRSS11BNL	"TMPRSS11B N-terminal like, pseudogene"	Approved	FLJ41562	
TMPRSS11CP	"transmembrane serine protease 11C, pseudogene"	Approved		
TMPRSS11D	transmembrane serine protease 11D	Approved	"HAT, ASP"	Type II transmembrane serine proteases
TMPRSS11E	transmembrane serine protease 11E	Approved	DESC1	Type II transmembrane serine proteases
TMPRSS11E2	"symbol withdrawn, see [HGNC:24465](/data/gene-symbol-report/#!/hgnc_id/HGNC:24465)"	Symbol Withdrawn		
TMPRSS11F	transmembrane serine protease 11F	Approved	"FLJ16046, HATL4"	Type II transmembrane serine proteases
TMPRSS11GP	"transmembrane serine protease 11G, pseudogene"	Approved		
TMPRSS12	transmembrane serine protease 12	Approved	"MGC57341, CT151"	Type II transmembrane serine proteases
TMPRSS13	transmembrane serine protease 13	Approved	"MSPL, MSPS"	Type II transmembrane serine proteases|Scavenger receptor cysteine rich domain containing
TMPRSS15	transmembrane serine protease 15	Approved	"ENTK, MGC133046"	Scavenger receptor cysteine rich domain containing|Type II transmembrane serine proteases
TMSB4	"symbol withdrawn, see [HGNC:11881](/data/gene-symbol-report/#!/hgnc_id/HGNC:11881)"	Symbol Withdrawn		
TMSB4L	"symbol withdrawn, see [HGNC:11888](/data/gene-symbol-report/#!/hgnc_id/HGNC:11888)"	Symbol Withdrawn	dJ1071L10.1	
TMSB4X	thymosin beta 4 X-linked	Approved	TB4X	
TMSB4XP1	TMSB4X pseudogene 1	Approved		
TMSB4XP2	TMSB4X pseudogene 2	Approved		
TMSB4XP3	TMSB4X pseudogene 3	Approved		
TMSB4XP4	TMSB4X pseudogene 4	Approved		
TMSB4XP5	TMSB4X pseudogene 5	Approved		
TMSB4XP6	TMSB4X pseudogene 6	Approved	dJ1071L10.1	
TMSB4XP7	TMSB4X pseudogene 7	Approved		
TMSB4XP8	TMSB4X pseudogene 8	Approved		
TMSB4Y	thymosin beta 4 Y-linked	Approved	TB4Y	Minor histocompatibility antigens
TMSB10	thymosin beta 10	Approved	TB10	
TMSB10P1	thymosin beta 10 pseudogene 1	Approved		
TMSB10P2	thymosin beta 10 pseudogene 2	Approved		
TMSB15A	thymosin beta 15a	Approved	TMSNB	
TMSB15B	thymosin beta 15B	Approved	MGC39900	
TMSB15B-AS1	TMSB15B antisense RNA 1	Approved		Antisense RNAs
TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	Approved	"ARG99, OLF, FLJ31400, FLJ41625"	Tetratricopeptide repeat domain containing|Transmembrane and tetratricopeptide repeat containing
TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2	Approved	DKFZp762A217	Transmembrane and tetratricopeptide repeat containing|Tetratricopeptide repeat domain containing
TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3	Approved	"FLJ90492, SMILE"	Transmembrane and tetratricopeptide repeat containing|Tetratricopeptide repeat domain containing
TMTC4	transmembrane O-mannosyltransferase targeting cadherins 4	Approved	"FLJ14624, FLJ22153"	Tetratricopeptide repeat domain containing|Transmembrane and tetratricopeptide repeat containing
TMUB1	transmembrane and ubiquitin like domain containing 1	Approved	"SB144, HOPS"	
TMUB2	transmembrane and ubiquitin like domain containing 2	Approved	MGC3123	
TMVCF	"symbol withdrawn, see [HGNC:2047](/data/gene-symbol-report/#!/hgnc_id/HGNC:2047)"	Symbol Withdrawn		
TMX1	thioredoxin related transmembrane protein 1	Approved	"TMX, PDIA11"	Protein disulfide isomerases|Thioredoxin domain containing 
TMX2	thioredoxin related transmembrane protein 2	Approved	PDIA12	Thioredoxin domain containing |Protein disulfide isomerases
TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)	Approved		
TMX2P1	thioredoxin related transmembrane protein 2 pseudogene 1	Approved		
TMX3	thioredoxin related transmembrane protein 3	Approved	"FLJ20793, KIAA1830, PDIA13"	Thioredoxin domain containing |Protein disulfide isomerases
TMX4	thioredoxin related transmembrane protein 4	Approved	"DJ971N18.2, KIAA1162, PDIA14"	Protein disulfide isomerases|Thioredoxin domain containing 
TNC	tenascin C	Approved	"TN, MGC167029"	Tenascins
TNF	tumor necrosis factor	Approved	"TNFSF2, DIF, TNF-alpha"	Tumor necrosis factor superfamily
TNFA	"symbol withdrawn, see [HGNC:11892](/data/gene-symbol-report/#!/hgnc_id/HGNC:11892)"	Symbol Withdrawn		
TNFAIP1	TNF alpha induced protein 1	Approved	"B61, B12, MGC2317, BTBD34"	BTB domain containing
TNFAIP2	TNF alpha induced protein 2	Approved	"B94, EXOC3L3"	
TNFAIP3	TNF alpha induced protein 3	Approved	"A20, OTUD7C"	OTU domain containing
TNFAIP5	"symbol withdrawn, see [HGNC:9692](/data/gene-symbol-report/#!/hgnc_id/HGNC:9692)"	Symbol Withdrawn		
TNFAIP6	TNF alpha induced protein 6	Approved	"TSG6, TSG-6"	MicroRNA protein coding host genes
TNFAIP7	"tumor necrosis factor, alpha-induced protein 7"	Entry Withdrawn		
TNFAIP8	TNF alpha induced protein 8	Approved	"GG2-1, MDC-3.13, SCC-S2"	
TNFAIP8L1	TNF alpha induced protein 8 like 1	Approved	MGC17791	
TNFAIP8L2	TNF alpha induced protein 8 like 2	Approved	FLJ23467	
TNFAIP8L3	TNF alpha induced protein 8 like 3	Approved	FLJ41287	
TNFB	"symbol withdrawn, see [HGNC:6709](/data/gene-symbol-report/#!/hgnc_id/HGNC:6709)"	Symbol Withdrawn		
TNFC	"symbol withdrawn, see [HGNC:6711](/data/gene-symbol-report/#!/hgnc_id/HGNC:6711)"	Symbol Withdrawn		
TNFR1	"symbol withdrawn, see [HGNC:11916](/data/gene-symbol-report/#!/hgnc_id/HGNC:11916)"	Symbol Withdrawn		
TNFR2	"symbol withdrawn, see [HGNC:11917](/data/gene-symbol-report/#!/hgnc_id/HGNC:11917)"	Symbol Withdrawn		
TNFRSF1A	TNF receptor superfamily member 1A	Approved	"TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF1B	TNF receptor superfamily member 1B	Approved	"TNFBR, TNFR80, TNF-R75, TNF-R-II, p75, CD120b"	CD molecules|MicroRNA protein coding host genes|Tumor necrosis factor receptor superfamily
TNFRSF4	TNF receptor superfamily member 4	Approved	"ACT35, OX40, CD134"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF5	"symbol withdrawn, see [HGNC:11919](/data/gene-symbol-report/#!/hgnc_id/HGNC:11919)"	Symbol Withdrawn		
TNFRSF6B	TNF receptor superfamily member 6b	Approved	"DcR3, DCR3, TR6, M68"	Tumor necrosis factor receptor superfamily
TNFRSF8	TNF receptor superfamily member 8	Approved	KI-1	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF9	TNF receptor superfamily member 9	Approved	"CD137, 4-1BB"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF10A	TNF receptor superfamily member 10a	Approved	"DR4, Apo2, TRAILR-1, CD261, TRAILR1"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF10A-AS1	TNFRSF10A antisense RNA 1	Approved	RP11-1149O23.2	Antisense RNAs
TNFRSF10B	TNF receptor superfamily member 10b	Approved	"DR5, KILLER, TRICK2A, TRAIL-R2, TRICKB, CD262, TRAILR2"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF10C	TNF receptor superfamily member 10c	Approved	"DcR1, TRAILR3, LIT, TRID, CD263"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF10D	TNF receptor superfamily member 10d	Approved	"DcR2, TRUNDD, TRAILR4, CD264"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF11A	TNF receptor superfamily member 11a	Approved	"RANK, CD265, FEO"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF11B	TNF receptor superfamily member 11b	Approved	"OCIF, TR1"	Tumor necrosis factor receptor superfamily
TNFRSF12A	TNF receptor superfamily member 12A	Approved	"FN14, TweakR, CD266"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF12L	"tumor necrosis factor receptor superfamily, member 12-like"	Entry Withdrawn	DR3L	
TNFRSF13B	TNF receptor superfamily member 13B	Approved	"TACI, CD267, IGAD2"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF13C	TNF receptor superfamily member 13C	Approved	"BAFFR, CD268"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF14	TNF receptor superfamily member 14	Approved	"HVEM, ATAR, TR2, LIGHTR, HVEA, CD270"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF14-AS1	TNFRSF14 antisense RNA 1	Approved	ENST00000416860.2	Antisense RNAs
TNFRSF17	TNF receptor superfamily member 17	Approved	"BCM, CD269, TNFRSF13A"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF18	TNF receptor superfamily member 18	Approved	"AITR, GITR, CD357"	Tumor necrosis factor receptor superfamily|CD molecules
TNFRSF19	TNF receptor superfamily member 19	Approved	"TAJ-alpha, TROY, TAJ, TRADE"	Tumor necrosis factor receptor superfamily
TNFRSF21	TNF receptor superfamily member 21	Approved	"DR6, CD358"	CD molecules|Tumor necrosis factor receptor superfamily
TNFRSF25	TNF receptor superfamily member 25	Approved	"DR3, TRAMP, WSL-1, LARD, WSL-LR, DDR3, TR3, APO-3"	Tumor necrosis factor receptor superfamily
TNFSF3L	"symbol withdrawn, see [HGNC:8904](/data/gene-symbol-report/#!/hgnc_id/HGNC:8904)"	Symbol Withdrawn		
TNFSF4	TNF superfamily member 4	Approved	"OX-40L, gp34, CD252"	Tumor necrosis factor superfamily|CD molecules
TNFSF5	"symbol withdrawn, see [HGNC:11935](/data/gene-symbol-report/#!/hgnc_id/HGNC:11935)"	Symbol Withdrawn		
TNFSF8	TNF superfamily member 8	Approved	CD153	Tumor necrosis factor superfamily|CD molecules
TNFSF9	TNF superfamily member 9	Approved	"4-1BB-L, 4-1BBL"	Tumor necrosis factor superfamily
TNFSF10	TNF superfamily member 10	Approved	"TRAIL, Apo-2L, TL2, CD253"	CD molecules|Tumor necrosis factor superfamily
TNFSF11	TNF superfamily member 11	Approved	"TRANCE, RANKL, OPGL, ODF, CD254"	Tumor necrosis factor superfamily|CD molecules
TNFSF12	TNF superfamily member 12	Approved	"TWEAK, DR3LG, APO3L"	Tumor necrosis factor superfamily
TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	Approved	TWE-PRIL	
TNFSF13	TNF superfamily member 13	Approved	"APRIL, CD256"	Tumor necrosis factor superfamily|CD molecules
TNFSF13B	TNF superfamily member 13b	Approved	"BAFF, THANK, BLYS, TALL-1, TALL1, CD257"	CD molecules|Tumor necrosis factor superfamily
TNFSF14	TNF superfamily member 14	Approved	"LIGHT, LTg, HVEM-L, CD258"	Tumor necrosis factor superfamily|CD molecules
TNFSF15	TNF superfamily member 15	Approved	"TL1, VEGI, TL1A, VEGI192A, MGC129934, MGC129935"	Tumor necrosis factor superfamily
TNFSF18	TNF superfamily member 18	Approved	"AITRL, TL6, hGITRL"	Tumor necrosis factor superfamily
TNFSF20	"symbol withdrawn, see [HGNC:11929](/data/gene-symbol-report/#!/hgnc_id/HGNC:11929)"	Symbol Withdrawn		
TNIK	TRAF2 and NCK interacting kinase	Approved	KIAA0551	MicroRNA protein coding host genes
TNIP1	TNFAIP3 interacting protein 1	Approved	"NAF1, KIAA0113, ABIN-1, VAN"	
TNIP2	TNFAIP3 interacting protein 2	Approved	"ABIN-2, MGC4289, KLIP, FLIP1"	
TNIP2P1	TNIP2 pseudogene 1	Approved		
TNIP3	TNFAIP3 interacting protein 3	Approved	"LIND, FLJ21162, ABIN-3"	
TNK1	tyrosine kinase non receptor 1	Approved	KOS1	TNK family tyrosine kinases
TNK2	tyrosine kinase non receptor 2	Approved	"p21cdc42Hs, ACK, ACK1"	TNK family tyrosine kinases|MicroRNA protein coding host genes
TNK2-AS1	TNK2 antisense RNA 1	Approved		Antisense RNAs
TNKS	tankyrase	Approved	"TIN1, TINF1, TNKS1, PARP-5a, PARP5A, pART5, ARTD5"	MicroRNA protein coding host genes|Poly(ADP-ribose) polymerases|Sterile alpha motif domain containing|Ankyrin repeat domain containing
TNKS1BP1	tankyrase 1 binding protein 1	Approved	"TAB182, KIAA1741, FLJ45975"	CCR4-NOT transcription complex
TNKS2	tankyrase 2	Approved	"TNKL, TANK2, PARP-5b, PARP-5c, PARP5B, PARP5C, pART6, ARTD6"	Sterile alpha motif domain containing|Poly(ADP-ribose) polymerases|Ankyrin repeat domain containing
TNKS2-AS1	TNKS2 antisense RNA 1 (head to head)	Approved		Antisense RNAs
TNM	"symbol withdrawn, see [HGNC:8117](/data/gene-symbol-report/#!/hgnc_id/HGNC:8117)"	Symbol Withdrawn		
TNMD	tenomodulin	Approved	"myodulin, ChM1L, tendin, TEM, BRICD4"	BRICHOS domain containing
TNN	tenascin N	Approved	TNW	Tenascins
TNNC1	"troponin C1, slow skeletal and cardiac type"	Approved		EF-hand domain containing|Troponin complex subunits
TNNC2	"troponin C2, fast skeletal type"	Approved	"FAP85, CFAP85"	Troponin complex subunits|EF-hand domain containing|Cilia and flagella associated
TNNI1	"troponin I1, slow skeletal type"	Approved		Troponin complex subunits
TNNI2	"troponin I2, fast skeletal type"	Approved	"FSSV, DA2B"	Troponin complex subunits
TNNI3	"troponin I3, cardiac type"	Approved	"TNNC1, CMH7"	Troponin complex subunits
TNNI3K	TNNI3 interacting kinase	Approved	CARK	
TNNT1	"troponin T1, slow skeletal type"	Approved	"ANM, STNT, TNT, TNTS, FLJ98147, MGC104241, NEM5"	Troponin complex subunits
TNNT2	"troponin T2, cardiac type"	Approved	CMPD2	Troponin complex subunits
TNNT3	"troponin T3, fast skeletal type"	Approved	"AMCD2B, DA2B, FSSV, DKFZp779M2348"	Troponin complex subunits
TNP1	transition protein 1	Approved		
TNP2	transition protein 2	Approved	TP2	
TNPO1	transportin 1	Approved	"MIP, TRN, IPO2, MIP1"	Importins|MicroRNA protein coding host genes|Armadillo like helical domain containing
TNPO1P1	transportin 1 pseudogene 1	Approved		
TNPO1P2	transportin 1 pseudogene 2	Approved		
TNPO1P3	transportin 1 pseudogene 3	Approved		
TNPO2	transportin 2	Approved	"IPO3, KPNB2B, FLJ12155, TRN2"	Armadillo like helical domain containing|Small nucleolar RNA protein coding host genes|Importins
TNPO3	transportin 3	Approved	"TRN-SR, MTR10A, TRN-SR2, IPO12"	Importins|Armadillo like helical domain containing
TNPO3P1	TNPO3 pseudogene 1	Approved		
TNR	tenascin R	Approved		Tenascins
TNR-IT1	TNR intronic transcript 1	Approved		Intronic transcripts
TNR1	Turner syndrome 1	Entry Withdrawn		
TNRC3	"symbol withdrawn, see [HGNC:16272](/data/gene-symbol-report/#!/hgnc_id/HGNC:16272)"	Symbol Withdrawn	"CAGH3, GDN"	
TNRC6A	trinucleotide repeat containing adaptor 6A	Approved	"CAGH26, KIAA1460, GW182"	Trinucleotide repeat containing
